time,x,y,H
46.029,0.0113155,0.0197113,12.3352
46.03,0.0113381,0.0196916,12.3352
46.031,0.0113608,0.0196719,12.3352
46.032,0.0113835,0.0196523,12.3352
46.033,0.0114063,0.0196326,12.3352
46.034,0.0114291,0.019613,12.3352
46.035,0.0114519,0.0195934,12.3352
46.036,0.0114748,0.0195738,12.3352
46.037,0.0114978,0.0195542,12.3352
46.038,0.0115208,0.0195347,12.3352
46.039,0.0115438,0.0195151,12.3352
46.04,0.0115669,0.0194956,12.3352
46.041,0.01159,0.0194761,12.3352
46.042,0.0116132,0.0194567,12.3353
46.043,0.0116364,0.0194372,12.3353
46.044,0.0116597,0.0194178,12.3353
46.045,0.011683,0.0193983,12.3353
46.046,0.0117063,0.019379,12.3353
46.047,0.0117298,0.0193596,12.3353
46.048,0.0117532,0.0193402,12.3353
46.049,0.0117767,0.0193209,12.3353
46.05,0.0118003,0.0193016,12.3353
46.051,0.0118239,0.0192823,12.3353
46.052,0.0118475,0.019263,12.3353
46.053,0.0118712,0.0192437,12.3353
46.054,0.0118949,0.0192245,12.3353
46.055,0.0119187,0.0192053,12.3353
46.056,0.0119425,0.0191861,12.3353
46.057,0.0119664,0.0191669,12.3353
46.058,0.0119904,0.0191477,12.3353
46.059,0.0120143,0.0191286,12.3353
46.06,0.0120384,0.0191094,12.3353
46.061,0.0120624,0.0190903,12.3353
46.062,0.0120865,0.0190712,12.3353
46.063,0.0121107,0.0190522,12.3353
46.064,0.0121349,0.0190331,12.3353
46.065,0.0121592,0.0190141,12.3353
46.066,0.0121835,0.0189951,12.3353
46.067,0.0122079,0.0189761,12.3353
46.068,0.0122323,0.0189571,12.3353
46.069,0.0122567,0.0189382,12.3353
46.07,0.0122813,0.0189192,12.3353
46.071,0.0123058,0.0189003,12.3353
46.072,0.0123304,0.0188814,12.3353
46.073,0.0123551,0.0188625,12.3353
46.074,0.0123798,0.0188437,12.3353
46.075,0.0124045,0.0188248,12.3354
46.076,0.0124293,0.018806,12.3354
46.077,0.0124542,0.0187872,12.3354
46.078,0.0124791,0.0187684,12.3354
46.079,0.012504,0.0187496,12.3354
46.08,0.0125291,0.0187309,12.3354
46.081,0.0125541,0.0187122,12.3354
46.082,0.0125792,0.0186935,12.3354
46.083,0.0126044,0.0186748,12.3354
46.084,0.0126296,0.0186561,12.3354
46.085,0.0126548,0.0186374,12.3354
46.086,0.0126801,0.0186188,12.3354
46.087,0.0127055,0.0186002,12.3354
46.088,0.0127309,0.0185816,12.3354
46.089,0.0127563,0.018563,12.3354
46.09,0.0127819,0.0185445,12.3354
46.091,0.0128074,0.0185259,12.3354
46.092,0.012833,0.0185074,12.3354
46.093,0.0128587,0.0184889,12.3354
46.094,0.0128844,0.0184704,12.3354
46.095,0.0129102,0.0184519,12.3354
46.096,0.012936,0.0184335,12.3354
46.097,0.0129618,0.0184151,12.3354
46.098,0.0129878,0.0183966,12.3354
46.099,0.0130137,0.0183782,12.3354
46.1,0.0130398,0.0183599,12.3354
46.101,0.0130658,0.0183415,12.3354
46.102,0.013092,0.0183232,12.3354
46.103,0.0131181,0.0183049,12.3354
46.104,0.0131444,0.0182865,12.3354
46.105,0.0131707,0.0182683,12.3354
46.106,0.013197,0.01825,12.3354
46.107,0.0132234,0.0182318,12.3354
46.108,0.0132498,0.0182135,12.3355
46.109,0.0132763,0.0181953,12.3355
46.11,0.0133029,0.0181771,12.3355
46.111,0.0133295,0.0181589,12.3355
46.112,0.0133561,0.0181408,12.3355
46.113,0.0133828,0.0181226,12.3355
46.114,0.0134096,0.0181045,12.3355
46.115,0.0134364,0.0180864,12.3355
46.116,0.0134633,0.0180683,12.3355
46.117,0.0134902,0.0180503,12.3355
46.118,0.0135172,0.0180322,12.3355
46.119,0.0135442,0.0180142,12.3355
46.12,0.0135713,0.0179962,12.3355
46.121,0.0135984,0.0179782,12.3355
46.122,0.0136256,0.0179602,12.3355
46.123,0.0136529,0.0179423,12.3355
46.124,0.0136802,0.0179243,12.3355
46.125,0.0137075,0.0179064,12.3355
46.126,0.0137349,0.0178885,12.3355
46.127,0.0137624,0.0178706,12.3355
46.128,0.0137899,0.0178527,12.3355
46.129,0.0138175,0.0178349,12.3355
46.13,0.0138451,0.0178171,12.3355
46.131,0.0138728,0.0177992,12.3355
46.132,0.0139005,0.0177814,12.3355
46.133,0.0139283,0.0177637,12.3355
46.134,0.0139562,0.0177459,12.3355
46.135,0.0139841,0.0177282,12.3355
46.136,0.0140121,0.0177104,12.3355
46.137,0.0140401,0.0176927,12.3355
46.138,0.0140681,0.017675,12.3355
46.139,0.0140963,0.0176574,12.3355
46.14,0.0141245,0.0176397,12.3355
46.141,0.0141527,0.0176221,12.3355
46.142,0.014181,0.0176045,12.3356
46.143,0.0142094,0.0175869,12.3356
46.144,0.0142378,0.0175693,12.3356
46.145,0.0142663,0.0175517,12.3356
46.146,0.0142948,0.0175342,12.3356
46.147,0.0143234,0.0175166,12.3356
46.148,0.014352,0.0174991,12.3356
46.149,0.0143807,0.0174816,12.3356
46.15,0.0144095,0.0174641,12.3356
46.151,0.0144383,0.0174467,12.3356
46.152,0.0144671,0.0174292,12.3356
46.153,0.0144961,0.0174118,12.3356
46.154,0.0145251,0.0173944,12.3356
46.155,0.0145541,0.017377,12.3356
46.156,0.0145832,0.0173596,12.3356
46.157,0.0146124,0.0173423,12.3356
46.158,0.0146416,0.0173249,12.3356
46.159,0.0146709,0.0173076,12.3356
46.16,0.0147002,0.0172903,12.3356
46.161,0.0147296,0.017273,12.3356
46.162,0.0147591,0.0172557,12.3356
46.163,0.0147886,0.0172385,12.3356
46.164,0.0148181,0.0172213,12.3356
46.165,0.0148478,0.017204,12.3356
46.166,0.0148775,0.0171868,12.3356
46.167,0.0149072,0.0171696,12.3356
46.168,0.014937,0.0171525,12.3356
46.169,0.0149669,0.0171353,12.3356
46.17,0.0149968,0.0171182,12.3356
46.171,0.0150268,0.0171011,12.3356
46.172,0.0150569,0.017084,12.3356
46.173,0.015087,0.0170669,12.3356
46.174,0.0151171,0.0170498,12.3356
46.175,0.0151474,0.0170328,12.3357
46.176,0.0151777,0.0170158,12.3357
46.177,0.015208,0.0169987,12.3357
46.178,0.0152384,0.0169817,12.3357
46.179,0.0152689,0.0169648,12.3357
46.18,0.0152994,0.0169478,12.3357
46.181,0.01533,0.0169309,12.3357
46.182,0.0153607,0.0169139,12.3357
46.183,0.0153914,0.016897,12.3357
46.184,0.0154222,0.0168801,12.3357
46.185,0.015453,0.0168633,12.3357
46.186,0.0154839,0.0168464,12.3357
46.187,0.0155149,0.0168295,12.3357
46.188,0.0155459,0.0168127,12.3357
46.189,0.015577,0.0167959,12.3357
46.19,0.0156081,0.0167791,12.3357
46.191,0.0156393,0.0167623,12.3357
46.192,0.0156706,0.0167456,12.3357
46.193,0.0157019,0.0167288,12.3357
46.194,0.0157333,0.0167121,12.3357
46.195,0.0157648,0.0166954,12.3357
46.196,0.0157963,0.0166787,12.3357
46.197,0.0158279,0.016662,12.3357
46.198,0.0158596,0.0166454,12.3357
46.199,0.0158913,0.0166287,12.3357
46.2,0.0159231,0.0166121,12.3357
46.201,0.0159549,0.0165955,12.3357
46.202,0.0159868,0.0165789,12.3357
46.203,0.0160188,0.0165623,12.3357
46.204,0.0160508,0.0165458,12.3357
46.205,0.0160829,0.0165292,12.3357
46.206,0.0161151,0.0165127,12.3357
46.207,0.0161473,0.0164962,12.3357
46.208,0.0161796,0.0164797,12.3357
46.209,0.0162119,0.0164632,12.3358
46.21,0.0162443,0.0164468,12.3358
46.211,0.0162768,0.0164303,12.3358
46.212,0.0163094,0.0164139,12.3358
46.213,0.016342,0.0163975,12.3358
46.214,0.0163747,0.0163811,12.3358
46.215,0.0164074,0.0163647,12.3358
46.216,0.0164402,0.0163483,12.3358
46.217,0.0164731,0.016332,12.3358
46.218,0.016506,0.0163157,12.3358
46.219,0.016539,0.0162993,12.3358
46.22,0.0165721,0.0162831,12.3358
46.221,0.0166053,0.0162668,12.3358
46.222,0.0166385,0.0162505,12.3358
46.223,0.0166717,0.0162343,12.3358
46.224,0.0167051,0.016218,12.3358
46.225,0.0167385,0.0162018,12.3358
46.226,0.0167719,0.0161856,12.3358
46.227,0.0168055,0.0161694,12.3358
46.228,0.0168391,0.0161533,12.3358
46.229,0.0168728,0.0161371,12.3358
46.23,0.0169065,0.016121,12.3358
46.231,0.0169403,0.0161049,12.3358
46.232,0.0169742,0.0160888,12.3358
46.233,0.0170081,0.0160727,12.3358
46.234,0.0170421,0.0160566,12.3358
46.235,0.0170762,0.0160406,12.3358
46.236,0.0171104,0.0160245,12.3358
46.237,0.0171446,0.0160085,12.3358
46.238,0.0171789,0.0159925,12.3358
46.239,0.0172132,0.0159765,12.3358
46.24,0.0172476,0.0159605,12.3358
46.241,0.0172821,0.0159446,12.3358
46.242,0.0173167,0.0159286,12.3359
46.243,0.0173513,0.0159127,12.3359
46.244,0.017386,0.0158968,12.3359
46.245,0.0174208,0.0158809,12.3359
46.246,0.0174556,0.015865,12.3359
46.247,0.0174905,0.0158492,12.3359
46.248,0.0175255,0.0158333,12.3359
46.249,0.0175605,0.0158175,12.3359
46.25,0.0175957,0.0158017,12.3359
46.251,0.0176308,0.0157859,12.3359
46.252,0.0176661,0.0157701,12.3359
46.253,0.0177014,0.0157543,12.3359
46.254,0.0177368,0.0157386,12.3359
46.255,0.0177723,0.0157228,12.3359
46.256,0.0178078,0.0157071,12.3359
46.257,0.0178434,0.0156914,12.3359
46.258,0.0178791,0.0156757,12.3359
46.259,0.0179149,0.01566,12.3359
46.26,0.0179507,0.0156444,12.3359
46.261,0.0179866,0.0156287,12.3359
46.262,0.0180226,0.0156131,12.3359
46.263,0.0180586,0.0155975,12.3359
46.264,0.0180947,0.0155819,12.3359
46.265,0.0181309,0.0155663,12.3359
46.266,0.0181672,0.0155508,12.3359
46.267,0.0182035,0.0155352,12.3359
46.268,0.0182399,0.0155197,12.3359
46.269,0.0182764,0.0155042,12.3359
46.27,0.0183129,0.0154887,12.3359
46.271,0.0183495,0.0154732,12.3359
46.272,0.0183862,0.0154577,12.3359
46.273,0.018423,0.0154423,12.3359
46.274,0.0184598,0.0154268,12.3359
46.275,0.0184967,0.0154114,12.336
46.276,0.0185337,0.015396,12.336
46.277,0.0185708,0.0153806,12.336
46.278,0.0186079,0.0153652,12.336
46.279,0.0186451,0.0153499,12.336
46.28,0.0186824,0.0153345,12.336
46.281,0.0187198,0.0153192,12.336
46.282,0.0187572,0.0153039,12.336
46.283,0.0187947,0.0152886,12.336
46.284,0.0188323,0.0152733,12.336
46.285,0.01887,0.015258,12.336
46.286,0.0189077,0.0152427,12.336
46.287,0.0189455,0.0152275,12.336
46.288,0.0189834,0.0152123,12.336
46.289,0.0190214,0.0151971,12.336
46.29,0.0190594,0.0151819,12.336
46.291,0.0190975,0.0151667,12.336
46.292,0.0191357,0.0151515,12.336
46.293,0.019174,0.0151364,12.336
46.294,0.0192123,0.0151213,12.336
46.295,0.0192507,0.0151061,12.336
46.296,0.0192892,0.015091,12.336
46.297,0.0193278,0.0150759,12.336
46.298,0.0193664,0.0150609,12.336
46.299,0.0194052,0.0150458,12.336
46.3,0.019444,0.0150308,12.336
46.301,0.0194828,0.0150157,12.336
46.302,0.0195218,0.0150007,12.336
46.303,0.0195608,0.0149857,12.336
46.304,0.0196,0.0149707,12.336
46.305,0.0196392,0.0149558,12.336
46.306,0.0196784,0.0149408,12.336
46.307,0.0197178,0.0149259,12.336
46.308,0.0197572,0.014911,12.336
46.309,0.0197967,0.0148961,12.3361
46.31,0.0198363,0.0148812,12.3361
46.311,0.019876,0.0148663,12.3361
46.312,0.0199157,0.0148514,12.3361
46.313,0.0199555,0.0148366,12.3361
46.314,0.0199954,0.0148217,12.3361
46.315,0.0200354,0.0148069,12.3361
46.316,0.0200755,0.0147921,12.3361
46.317,0.0201156,0.0147773,12.3361
46.318,0.0201559,0.0147626,12.3361
46.319,0.0201962,0.0147478,12.3361
46.32,0.0202366,0.014733,12.3361
46.321,0.020277,0.0147183,12.3361
46.322,0.0203176,0.0147036,12.3361
46.323,0.0203582,0.0146889,12.3361
46.324,0.0203989,0.0146742,12.3361
46.325,0.0204397,0.0146595,12.3361
46.326,0.0204806,0.0146449,12.3361
46.327,0.0205215,0.0146302,12.3361
46.328,0.0205626,0.0146156,12.3361
46.329,0.0206037,0.014601,12.3361
46.33,0.0206449,0.0145864,12.3361
46.331,0.0206862,0.0145718,12.3361
46.332,0.0207275,0.0145573,12.3361
46.333,0.020769,0.0145427,12.3361
46.334,0.0208105,0.0145282,12.3361
46.335,0.0208521,0.0145136,12.3361
46.336,0.0208938,0.0144991,12.3361
46.337,0.0209356,0.0144846,12.3361
46.338,0.0209775,0.0144701,12.3361
46.339,0.0210194,0.0144557,12.3361
46.34,0.0210615,0.0144412,12.3361
46.341,0.0211036,0.0144268,12.3361
46.342,0.0211458,0.0144124,12.3362
46.343,0.0211881,0.014398,12.3362
46.344,0.0212304,0.0143836,12.3362
46.345,0.0212729,0.0143692,12.3362
46.346,0.0213154,0.0143548,12.3362
46.347,0.0213581,0.0143405,12.3362
46.348,0.0214008,0.0143261,12.3362
46.349,0.0214436,0.0143118,12.3362
46.35,0.0214864,0.0142975,12.3362
46.351,0.0215294,0.0142832,12.3362
46.352,0.0215725,0.0142689,12.3362
46.353,0.0216156,0.0142547,12.3362
46.354,0.0216588,0.0142404,12.3362
46.355,0.0217021,0.0142262,12.3362
46.356,0.0217455,0.0142119,12.3362
46.357,0.021789,0.0141977,12.3362
46.358,0.0218326,0.0141835,12.3362
46.359,0.0218763,0.0141694,12.3362
46.36,0.02192,0.0141552,12.3362
46.361,0.0219638,0.014141,12.3362
46.362,0.0220078,0.0141269,12.3362
46.363,0.0220518,0.0141128,12.3362
46.364,0.0220959,0.0140987,12.3362
46.365,0.02214,0.0140846,12.3362
46.366,0.0221843,0.0140705,12.3362
46.367,0.0222287,0.0140564,12.3362
46.368,0.0222731,0.0140424,12.3362
46.369,0.0223177,0.0140283,12.3362
46.37,0.0223623,0.0140143,12.3362
46.371,0.022407,0.0140003,12.3362
46.372,0.0224518,0.0139863,12.3362
46.373,0.0224967,0.0139723,12.3362
46.374,0.0225417,0.0139583,12.3362
46.375,0.0225868,0.0139444,12.3363
46.376,0.022632,0.0139305,12.3363
46.377,0.0226772,0.0139165,12.3363
46.378,0.0227226,0.0139026,12.3363
46.379,0.022768,0.0138887,12.3363
46.38,0.0228135,0.0138748,12.3363
46.381,0.0228592,0.013861,12.3363
46.382,0.0229049,0.0138471,12.3363
46.383,0.0229507,0.0138333,12.3363
46.384,0.0229966,0.0138194,12.3363
46.385,0.0230426,0.0138056,12.3363
46.386,0.0230886,0.0137918,12.3363
46.387,0.0231348,0.013778,12.3363
46.388,0.0231811,0.0137642,12.3363
46.389,0.0232274,0.0137505,12.3363
46.39,0.0232739,0.0137367,12.3363
46.391,0.0233204,0.013723,12.3363
46.392,0.023367,0.0137093,12.3363
46.393,0.0234138,0.0136956,12.3363
46.394,0.0234606,0.0136819,12.3363
46.395,0.0235075,0.0136682,12.3363
46.396,0.0235545,0.0136545,12.3363
46.397,0.0236016,0.0136409,12.3363
46.398,0.0236488,0.0136272,12.3363
46.399,0.0236961,0.0136136,12.3363
46.4,0.0237435,0.0136,12.3363
46.401,0.023791,0.0135864,12.3363
46.402,0.0238385,0.0135728,12.3363
46.403,0.0238862,0.0135593,12.3363
46.404,0.023934,0.0135457,12.3363
46.405,0.0239818,0.0135322,12.3363
46.406,0.0240298,0.0135186,12.3363
46.407,0.0240779,0.0135051,12.3363
46.408,0.024126,0.0134916,12.3363
46.409,0.0241743,0.0134781,12.3364
46.41,0.0242226,0.0134647,12.3364
46.411,0.024271,0.0134512,12.3364
46.412,0.0243196,0.0134377,12.3364
46.413,0.0243682,0.0134243,12.3364
46.414,0.0244169,0.0134109,12.3364
46.415,0.0244658,0.0133975,12.3364
46.416,0.0245147,0.0133841,12.3364
46.417,0.0245637,0.0133707,12.3364
46.418,0.0246128,0.0133573,12.3364
46.419,0.024662,0.013344,12.3364
46.42,0.0247114,0.0133306,12.3364
46.421,0.0247608,0.0133173,12.3364
46.422,0.0248103,0.013304,12.3364
46.423,0.0248599,0.0132907,12.3364
46.424,0.0249096,0.0132774,12.3364
46.425,0.0249594,0.0132641,12.3364
46.426,0.0250093,0.0132509,12.3364
46.427,0.0250594,0.0132376,12.3364
46.428,0.0251095,0.0132244,12.3364
46.429,0.0251597,0.0132112,12.3364
46.43,0.02521,0.013198,12.3364
46.431,0.0252604,0.0131848,12.3364
46.432,0.0253109,0.0131716,12.3364
46.433,0.0253615,0.0131584,12.3364
46.434,0.0254123,0.0131453,12.3364
46.435,0.0254631,0.0131321,12.3364
46.436,0.025514,0.013119,12.3364
46.437,0.025565,0.0131059,12.3364
46.438,0.0256161,0.0130928,12.3364
46.439,0.0256674,0.0130797,12.3364
46.44,0.0257187,0.0130666,12.3364
46.441,0.0257701,0.0130536,12.3364
46.442,0.0258217,0.0130405,12.3365
46.443,0.0258733,0.0130275,12.3365
46.444,0.025925,0.0130144,12.3365
46.445,0.0259769,0.0130014,12.3365
46.446,0.0260288,0.0129884,12.3365
46.447,0.0260809,0.0129754,12.3365
46.448,0.026133,0.0129625,12.3365
46.449,0.0261853,0.0129495,12.3365
46.45,0.0262376,0.0129366,12.3365
46.451,0.0262901,0.0129236,12.3365
46.452,0.0263427,0.0129107,12.3365
46.453,0.0263954,0.0128978,12.3365
46.454,0.0264482,0.0128849,12.3365
46.455,0.026501,0.012872,12.3365
46.456,0.026554,0.0128592,12.3365
46.457,0.0266071,0.0128463,12.3365
46.458,0.0266603,0.0128335,12.3365
46.459,0.0267137,0.0128206,12.3365
46.46,0.0267671,0.0128078,12.3365
46.461,0.0268206,0.012795,12.3365
46.462,0.0268742,0.0127822,12.3365
46.463,0.026928,0.0127694,12.3365
46.464,0.0269818,0.0127567,12.3365
46.465,0.0270358,0.0127439,12.3365
46.466,0.0270899,0.0127312,12.3365
46.467,0.027144,0.0127185,12.3365
46.468,0.0271983,0.0127057,12.3365
46.469,0.0272527,0.012693,12.3365
46.47,0.0273072,0.0126803,12.3365
46.471,0.0273618,0.0126677,12.3365
46.472,0.0274165,0.012655,12.3365
46.473,0.0274713,0.0126424,12.3365
46.474,0.0275263,0.0126297,12.3365
46.475,0.0275813,0.0126171,12.3366
46.476,0.0276365,0.0126045,12.3366
46.477,0.0276918,0.0125919,12.3366
46.478,0.0277471,0.0125793,12.3366
46.479,0.0278026,0.0125667,12.3366
46.48,0.0278582,0.0125542,12.3366
46.481,0.0279139,0.0125416,12.3366
46.482,0.0279697,0.0125291,12.3366
46.483,0.0280257,0.0125165,12.3366
46.484,0.0280817,0.012504,12.3366
46.485,0.0281379,0.0124915,12.3366
46.486,0.0281941,0.012479,12.3366
46.487,0.0282505,0.0124666,12.3366
46.488,0.028307,0.0124541,12.3366
46.489,0.0283636,0.0124416,12.3366
46.49,0.0284203,0.0124292,12.3366
46.491,0.0284772,0.0124168,12.3366
46.492,0.0285341,0.0124044,12.3366
46.493,0.0285912,0.012392,12.3366
46.494,0.0286484,0.0123796,12.3366
46.495,0.0287057,0.0123672,12.3366
46.496,0.0287631,0.0123548,12.3366
46.497,0.0288206,0.0123425,12.3366
46.498,0.0288782,0.0123301,12.3366
46.499,0.028936,0.0123178,12.3366
46.5,0.0289938,0.0123055,12.3366
46.501,0.0290518,0.0122932,12.3366
46.502,0.0291099,0.0122809,12.3366
46.503,0.0291681,0.0122686,12.3366
46.504,0.0292264,0.0122564,12.3366
46.505,0.0292849,0.0122441,12.3366
46.506,0.0293435,0.0122319,12.3366
46.507,0.0294021,0.0122197,12.3366
46.508,0.0294609,0.0122074,12.3366
46.509,0.0295198,0.0121952,12.3367
46.51,0.0295789,0.012183,12.3367
46.511,0.029638,0.0121709,12.3367
46.512,0.0296973,0.0121587,12.3367
46.513,0.0297567,0.0121465,12.3367
46.514,0.0298162,0.0121344,12.3367
46.515,0.0298758,0.0121223,12.3367
46.516,0.0299356,0.0121101,12.3367
46.517,0.0299954,0.012098,12.3367
46.518,0.0300554,0.0120859,12.3367
46.519,0.0301155,0.0120739,12.3367
46.52,0.0301757,0.0120618,12.3367
46.521,0.0302361,0.0120497,12.3367
46.522,0.0302965,0.0120377,12.3367
46.523,0.0303571,0.0120257,12.3367
46.524,0.0304178,0.0120136,12.3367
46.525,0.0304787,0.0120016,12.3367
46.526,0.0305396,0.0119896,12.3367
46.527,0.0306007,0.0119776,12.3367
46.528,0.0306619,0.0119657,12.3367
46.529,0.0307232,0.0119537,12.3367
46.53,0.0307846,0.0119418,12.3367
46.531,0.0308462,0.0119298,12.3367
46.532,0.0309079,0.0119179,12.3367
46.533,0.0309697,0.011906,12.3367
46.534,0.0310316,0.0118941,12.3367
46.535,0.0310937,0.0118822,12.3367
46.536,0.0311559,0.0118703,12.3367
46.537,0.0312182,0.0118584,12.3367
46.538,0.0312806,0.0118466,12.3367
46.539,0.0313431,0.0118347,12.3367
46.54,0.0314058,0.0118229,12.3367
46.541,0.0314686,0.0118111,12.3367
46.542,0.0315316,0.0117993,12.3368
46.543,0.0315946,0.0117875,12.3368
46.544,0.0316578,0.0117757,12.3368
46.545,0.0317211,0.0117639,12.3368
46.546,0.0317845,0.0117522,12.3368
46.547,0.0318481,0.0117404,12.3368
46.548,0.0319118,0.0117287,12.3368
46.549,0.0319756,0.011717,12.3368
46.55,0.0320395,0.0117052,12.3368
46.551,0.0321036,0.0116935,12.3368
46.552,0.0321678,0.0116819,12.3368
46.553,0.0322321,0.0116702,12.3368
46.554,0.0322966,0.0116585,12.3368
46.555,0.0323612,0.0116469,12.3368
46.556,0.0324259,0.0116352,12.3368
46.557,0.0324908,0.0116236,12.3368
46.558,0.0325557,0.011612,12.3368
46.559,0.0326208,0.0116004,12.3368
46.56,0.0326861,0.0115888,12.3368
46.561,0.0327514,0.0115772,12.3368
46.562,0.0328169,0.0115656,12.3368
46.563,0.0328825,0.011554,12.3368
46.564,0.0329483,0.0115425,12.3368
46.565,0.0330142,0.0115309,12.3368
46.566,0.0330802,0.0115194,12.3368
46.567,0.0331464,0.0115079,12.3368
46.568,0.0332127,0.0114964,12.3368
46.569,0.0332791,0.0114849,12.3368
46.57,0.0333456,0.0114734,12.3368
46.571,0.0334123,0.011462,12.3368
46.572,0.0334791,0.0114505,12.3368
46.573,0.0335461,0.0114391,12.3368
46.574,0.0336132,0.0114276,12.3368
46.575,0.0336804,0.0114162,12.3368
46.576,0.0337477,0.0114048,12.3369
46.577,0.0338152,0.0113934,12.3369
46.578,0.0338828,0.011382,12.3369
46.579,0.0339506,0.0113706,12.3369
46.58,0.0340185,0.0113592,12.3369
46.581,0.0340865,0.0113479,12.3369
46.582,0.0341547,0.0113365,12.3369
46.583,0.034223,0.0113252,12.3369
46.584,0.0342914,0.0113139,12.3369
46.585,0.03436,0.0113026,12.3369
46.586,0.0344287,0.0112913,12.3369
46.587,0.0344976,0.01128,12.3369
46.588,0.0345665,0.0112687,12.3369
46.589,0.0346357,0.0112575,12.3369
46.59,0.0347049,0.0112462,12.3369
46.591,0.0347743,0.011235,12.3369
46.592,0.0348439,0.0112237,12.3369
46.593,0.0349136,0.0112125,12.3369
46.594,0.0349834,0.0112013,12.3369
46.595,0.0350533,0.0111901,12.3369
46.596,0.0351234,0.0111789,12.3369
46.597,0.0351937,0.0111677,12.3369
46.598,0.0352641,0.0111566,12.3369
46.599,0.0353346,0.0111454,12.3369
46.6,0.0354052,0.0111343,12.3369
46.601,0.035476,0.0111232,12.3369
46.602,0.035547,0.011112,12.3369
46.603,0.0356181,0.0111009,12.3369
46.604,0.0356893,0.0110898,12.3369
46.605,0.0357607,0.0110787,12.3369
46.606,0.0358322,0.0110677,12.3369
46.607,0.0359038,0.0110566,12.3369
46.608,0.0359756,0.0110456,12.3369
46.609,0.0360476,0.0110345,12.337
46.61,0.0361197,0.0110235,12.337
46.611,0.0361919,0.0110125,12.337
46.612,0.0362643,0.0110015,12.337
46.613,0.0363368,0.0109905,12.337
46.614,0.0364095,0.0109795,12.337
46.615,0.0364823,0.0109685,12.337
46.616,0.0365552,0.0109575,12.337
46.617,0.0366283,0.0109466,12.337
46.618,0.0367016,0.0109356,12.337
46.619,0.036775,0.0109247,12.337
46.62,0.0368485,0.0109138,12.337
46.621,0.0369222,0.0109029,12.337
46.622,0.036996,0.010892,12.337
46.623,0.03707,0.0108811,12.337
46.624,0.0371442,0.0108702,12.337
46.625,0.0372184,0.0108593,12.337
46.626,0.0372929,0.0108485,12.337
46.627,0.0373674,0.0108376,12.337
46.628,0.0374422,0.0108268,12.337
46.629,0.0375171,0.010816,12.337
46.63,0.0375921,0.0108052,12.337
46.631,0.0376673,0.0107944,12.337
46.632,0.0377426,0.0107836,12.337
46.633,0.0378181,0.0107728,12.337
46.634,0.0378937,0.010762,12.337
46.635,0.0379695,0.0107513,12.337
46.636,0.0380454,0.0107405,12.337
46.637,0.0381215,0.0107298,12.337
46.638,0.0381977,0.0107191,12.337
46.639,0.0382741,0.0107084,12.337
46.64,0.0383506,0.0106976,12.337
46.641,0.0384273,0.010687,12.337
46.642,0.0385042,0.0106763,12.3371
46.643,0.0385812,0.0106656,12.3371
46.644,0.0386583,0.0106549,12.3371
46.645,0.0387356,0.0106443,12.3371
46.646,0.0388131,0.0106336,12.3371
46.647,0.0388907,0.010623,12.3371
46.648,0.0389685,0.0106124,12.3371
46.649,0.0390464,0.0106018,12.3371
46.65,0.0391245,0.0105912,12.3371
46.651,0.0392027,0.0105806,12.3371
46.652,0.0392811,0.01057,12.3371
46.653,0.0393597,0.0105595,12.3371
46.654,0.0394384,0.0105489,12.3371
46.655,0.0395173,0.0105384,12.3371
46.656,0.0395963,0.0105278,12.3371
46.657,0.0396755,0.0105173,12.3371
46.658,0.0397548,0.0105068,12.3371
46.659,0.0398343,0.0104963,12.3371
46.66,0.039914,0.0104858,12.3371
46.661,0.0399938,0.0104753,12.3371
46.662,0.0400738,0.0104648,12.3371
46.663,0.0401539,0.0104544,12.3371
46.664,0.0402342,0.0104439,12.3371
46.665,0.0403147,0.0104335,12.3371
46.666,0.0403953,0.0104231,12.3371
46.667,0.0404761,0.0104126,12.3371
46.668,0.040557,0.0104022,12.3371
46.669,0.0406381,0.0103918,12.3371
46.67,0.0407194,0.0103815,12.3371
46.671,0.0408008,0.0103711,12.3371
46.672,0.0408824,0.0103607,12.3371
46.673,0.0409642,0.0103503,12.3371
46.674,0.0410461,0.01034,12.3371
46.675,0.0411282,0.0103297,12.3371
46.676,0.0412104,0.0103193,12.3372
46.677,0.0412929,0.010309,12.3372
46.678,0.0413754,0.0102987,12.3372
46.679,0.0414582,0.0102884,12.3372
46.68,0.0415411,0.0102781,12.3372
46.681,0.0416242,0.0102679,12.3372
46.682,0.0417074,0.0102576,12.3372
46.683,0.0417908,0.0102474,12.3372
46.684,0.0418744,0.0102371,12.3372
46.685,0.0419581,0.0102269,12.3372
46.686,0.042042,0.0102167,12.3372
46.687,0.0421261,0.0102064,12.3372
46.688,0.0422103,0.0101962,12.3372
46.689,0.0422948,0.010186,12.3372
46.69,0.0423793,0.0101759,12.3372
46.691,0.0424641,0.0101657,12.3372
46.692,0.042549,0.0101555,12.3372
46.693,0.0426341,0.0101454,12.3372
46.694,0.0427194,0.0101352,12.3372
46.695,0.0428048,0.0101251,12.3372
46.696,0.0428904,0.010115,12.3372
46.697,0.0429762,0.0101049,12.3372
46.698,0.0430621,0.0100948,12.3372
46.699,0.0431482,0.0100847,12.3372
46.7,0.0432345,0.0100746,12.3372
46.701,0.043321,0.0100645,12.3372
46.702,0.0434076,0.0100545,12.3372
46.703,0.0434944,0.0100444,12.3372
